num,date_time,temp_C,light_lux
1,06/19/2024 10:36:51,21.23,10.99
2,06/19/2024 10:56:51,22.56,36.72
3,06/19/2024 11:16:51,22.26,130.28
4,06/19/2024 11:36:51,14.97,1462.40
5,06/19/2024 11:56:51,12.95,1477.76
6,06/19/2024 12:16:51,12.87,1479.04
7,06/19/2024 12:36:51,12.91,1474.56
8,06/19/2024 12:56:51,12.87,1453.44
9,06/19/2024 13:16:51,13.04,1476.48
10,06/19/2024 13:36:51,12.70,1445.12
11,06/19/2024 13:56:51,12.74,1446.40
12,06/19/2024 14:16:51,12.82,1448.32
13,06/19/2024 14:36:51,12.78,1447.04
14,06/19/2024 14:56:51,12.78,1446.40
15,06/19/2024 15:16:51,12.74,1446.40
16,06/19/2024 15:36:51,12.78,1446.40
17,06/19/2024 15:56:51,12.78,1445.76
18,06/19/2024 16:16:51,12.82,1448.96
19,06/19/2024 16:36:51,12.82,1449.60
20,06/19/2024 16:56:51,12.78,1450.24
21,06/19/2024 17:16:51,12.78,1453.44
22,06/19/2024 17:36:51,12.78,1449.60
23,06/19/2024 17:56:51,12.78,1448.96
24,06/19/2024 18:16:51,12.78,1442.56
25,06/19/2024 18:36:51,12.78,1440.64
26,06/19/2024 18:56:51,12.78,1441.92
27,06/19/2024 19:16:51,12.74,1442.56
28,06/19/2024 19:36:51,12.74,1443.20
29,06/19/2024 19:56:51,12.74,1440.64
30,06/19/2024 20:16:51,12.78,1440.00
31,06/19/2024 20:36:51,12.74,1442.56
32,06/19/2024 20:56:51,12.78,1438.72
33,06/19/2024 21:16:51,12.82,1437.44
34,06/19/2024 21:36:51,12.78,1439.36
35,06/19/2024 21:56:51,12.74,1440.64
36,06/19/2024 22:16:51,12.82,1438.72
37,06/19/2024 22:36:51,12.78,1441.92
38,06/19/2024 22:56:51,12.74,1440.00
39,06/19/2024 23:16:51,12.61,0.00
40,06/19/2024 23:36:51,12.48,0.00
41,06/19/2024 23:56:51,12.57,0.00
42,06/20/2024 00:16:51,12.57,0.00
43,06/20/2024 00:36:51,12.57,0.00
44,06/20/2024 00:56:51,12.57,0.00
45,06/20/2024 01:16:51,12.57,0.00
46,06/20/2024 01:36:51,12.61,0.00
47,06/20/2024 01:56:51,12.57,0.00
48,06/20/2024 02:16:51,12.61,0.00
49,06/20/2024 02:36:51,12.57,0.00
50,06/20/2024 02:56:51,12.61,0.00
51,06/20/2024 03:16:51,12.57,0.00
52,06/20/2024 03:36:51,12.57,0.00
53,06/20/2024 03:56:51,12.57,0.00
54,06/20/2024 04:16:51,12.61,0.00
55,06/20/2024 04:36:51,12.61,0.00
56,06/20/2024 04:56:51,12.52,0.00
57,06/20/2024 05:16:51,12.57,0.00
58,06/20/2024 05:36:51,12.61,0.00
59,06/20/2024 05:56:51,12.61,0.00
60,06/20/2024 06:16:51,12.61,0.00
61,06/20/2024 06:36:51,12.61,0.00
62,06/20/2024 06:56:51,12.61,0.00
63,06/20/2024 07:16:51,12.87,1624.32
64,06/20/2024 07:36:51,12.95,1574.40
65,06/20/2024 07:56:51,12.87,1508.48
66,06/20/2024 08:16:51,12.91,1499.52
67,06/20/2024 08:36:51,12.87,1497.60
68,06/20/2024 08:56:51,12.91,1489.28
69,06/20/2024 09:16:51,12.82,1495.68
70,06/20/2024 09:36:51,12.87,1491.84
71,06/20/2024 09:56:51,12.87,1482.88
72,06/20/2024 10:16:51,12.87,1466.24
73,06/20/2024 10:36:51,12.87,1464.32
74,06/20/2024 10:56:51,12.91,1463.04
75,06/20/2024 11:16:51,12.87,1461.76
76,06/20/2024 11:36:51,12.87,1456.64
77,06/20/2024 11:56:51,12.87,1453.44
78,06/20/2024 12:16:51,12.87,1452.80
79,06/20/2024 12:36:51,12.87,1452.16
80,06/20/2024 12:56:51,12.87,1446.40
81,06/20/2024 13:16:51,12.87,1448.96
82,06/20/2024 13:36:51,12.87,1450.24
83,06/20/2024 13:56:51,22.09,3432.96
84,06/20/2024 14:16:51,23.64,3348.48
85,06/20/2024 14:36:51,23.85,3351.04
86,06/20/2024 14:56:51,23.89,3349.76
87,06/20/2024 15:16:51,23.98,3349.76
88,06/20/2024 15:36:51,24.06,3353.60
89,06/20/2024 15:56:51,24.11,3351.04
90,06/20/2024 16:16:51,24.15,3353.60
91,06/20/2024 16:36:51,24.19,3349.76
92,06/20/2024 16:56:51,24.19,3349.76
93,06/20/2024 17:16:51,24.28,3347.20
94,06/20/2024 17:36:51,24.28,3347.20
95,06/20/2024 17:56:51,24.32,3349.76
96,06/20/2024 18:16:51,24.28,3343.36
97,06/20/2024 18:36:51,24.32,3343.36
98,06/20/2024 18:56:51,24.32,3343.36
99,06/20/2024 19:16:51,24.32,3347.20
100,06/20/2024 19:36:51,24.36,3348.48
101,06/20/2024 19:56:51,24.36,3340.80
102,06/20/2024 20:16:51,24.36,3340.80
103,06/20/2024 20:36:51,24.45,3340.80
104,06/20/2024 20:56:51,24.41,3344.64
105,06/20/2024 21:16:51,24.41,3343.36
106,06/20/2024 21:36:51,24.41,3340.80
107,06/20/2024 21:56:51,24.36,3336.96
108,06/20/2024 22:16:51,24.41,3343.36
109,06/20/2024 22:36:51,24.41,3336.96
110,06/20/2024 22:56:51,24.41,3340.80
111,06/20/2024 23:16:51,24.36,3343.36
112,06/20/2024 23:36:51,23.03,0.00
113,06/20/2024 23:56:51,22.65,0.00
114,06/21/2024 00:16:51,22.56,0.00
115,06/21/2024 00:36:51,22.61,0.00
116,06/21/2024 00:56:51,22.52,0.00
117,06/21/2024 01:16:51,22.52,0.00
118,06/21/2024 01:36:51,22.52,0.00
