num,date_time,temp_C,light_lux
1,06/19/2024 10:40:21,22.26,13.70
2,06/19/2024 11:00:21,22.78,105.96
3,06/19/2024 11:20:21,22.65,42.42
4,06/19/2024 11:40:21,20.76,4061.44
5,06/19/2024 12:00:21,21.28,4104.96
6,06/19/2024 12:20:21,21.32,4097.28
7,06/19/2024 12:40:21,21.40,4084.48
8,06/19/2024 13:00:21,21.32,4084.48
9,06/19/2024 13:20:21,21.23,4053.76
10,06/19/2024 13:40:21,21.15,4057.60
11,06/19/2024 14:00:21,21.19,4053.76
12,06/19/2024 14:20:21,21.28,4051.20
13,06/19/2024 14:40:21,21.23,4051.20
14,06/19/2024 15:00:21,21.28,4051.20
15,06/19/2024 15:20:21,21.23,4040.96
16,06/19/2024 15:40:21,21.19,4040.96
17,06/19/2024 16:00:21,21.15,4030.72
18,06/19/2024 16:20:21,21.19,4037.12
19,06/19/2024 16:40:21,21.28,4037.12
20,06/19/2024 17:00:21,21.28,4043.52
21,06/19/2024 17:20:21,21.96,4154.88
22,06/19/2024 17:40:21,22.82,4171.52
23,06/19/2024 18:00:21,22.73,4157.44
24,06/19/2024 18:20:21,22.73,4161.28
25,06/19/2024 18:40:21,22.69,4161.28
26,06/19/2024 19:00:21,22.73,4165.12
27,06/19/2024 19:20:21,22.78,4167.68
28,06/19/2024 19:40:21,22.82,4157.44
29,06/19/2024 20:00:21,22.78,4167.68
30,06/19/2024 20:20:21,22.73,4157.44
31,06/19/2024 20:40:21,22.73,4151.04
32,06/19/2024 21:00:21,22.69,4154.88
33,06/19/2024 21:20:21,22.73,4165.12
34,06/19/2024 21:40:21,22.82,4157.44
35,06/19/2024 22:00:21,22.82,4154.88
36,06/19/2024 22:20:21,22.69,0.00
37,06/19/2024 22:40:21,23.16,0.00
38,06/19/2024 23:00:21,23.16,0.00
39,06/19/2024 23:20:21,23.16,0.00
40,06/19/2024 23:40:21,23.25,0.00
41,06/20/2024 00:00:21,23.25,0.00
42,06/20/2024 00:20:21,23.29,0.00
43,06/20/2024 00:40:21,23.34,0.00
44,06/20/2024 01:00:21,23.34,0.00
45,06/20/2024 01:20:21,23.29,0.00
46,06/20/2024 01:40:21,23.25,0.00
47,06/20/2024 02:00:21,23.29,0.00
48,06/20/2024 02:20:21,23.34,0.00
49,06/20/2024 02:40:21,23.34,0.00
50,06/20/2024 03:00:21,23.38,0.00
51,06/20/2024 03:20:21,23.29,0.00
52,06/20/2024 03:40:21,23.29,0.00
53,06/20/2024 04:00:21,23.21,0.00
54,06/20/2024 04:20:21,23.29,0.00
55,06/20/2024 04:40:21,23.34,0.00
56,06/20/2024 05:00:21,23.34,0.00
57,06/20/2024 05:20:21,23.38,0.00
58,06/20/2024 05:40:21,23.29,0.00
59,06/20/2024 06:00:21,23.25,0.00
60,06/20/2024 06:20:21,23.38,4281.60
61,06/20/2024 06:40:21,22.91,4244.48
62,06/20/2024 07:00:21,22.91,4225.28
63,06/20/2024 07:20:21,22.91,4217.60
64,06/20/2024 07:40:21,22.91,4217.60
65,06/20/2024 08:00:21,22.86,4211.20
66,06/20/2024 08:20:21,22.78,4194.56
67,06/20/2024 08:40:21,22.73,4161.28
68,06/20/2024 09:00:21,22.78,4165.12
69,06/20/2024 09:20:21,22.82,4161.28
70,06/20/2024 09:40:21,22.82,4161.28
71,06/20/2024 10:00:21,22.86,4157.44
72,06/20/2024 10:20:21,22.82,4157.44
73,06/20/2024 10:40:21,22.73,4144.64
74,06/20/2024 11:00:21,22.78,4144.64
75,06/20/2024 11:20:21,22.78,4138.24
76,06/20/2024 11:40:21,22.82,4144.64
77,06/20/2024 12:00:21,22.82,4144.64
78,06/20/2024 12:20:21,22.86,4148.48
79,06/20/2024 12:40:21,22.82,4140.80
80,06/20/2024 13:00:21,22.78,4134.40
81,06/20/2024 13:20:21,22.73,4124.16
82,06/20/2024 13:40:21,22.73,4134.40
83,06/20/2024 14:00:21,24.36,3732.48
84,06/20/2024 14:20:21,23.81,3659.52
85,06/20/2024 14:40:21,23.94,3659.52
86,06/20/2024 15:00:21,23.98,3651.84
87,06/20/2024 15:20:21,24.11,3659.52
88,06/20/2024 15:40:21,24.19,3655.68
89,06/20/2024 16:00:21,24.24,3659.52
90,06/20/2024 16:20:21,24.28,3649.28
91,06/20/2024 16:40:21,24.36,3645.44
92,06/20/2024 17:00:21,24.41,3649.28
93,06/20/2024 17:20:21,24.41,3651.84
94,06/20/2024 17:40:21,24.45,3649.28
95,06/20/2024 18:00:21,24.49,3645.44
96,06/20/2024 18:20:21,24.49,3651.84
97,06/20/2024 18:40:21,24.45,3649.28
98,06/20/2024 19:00:21,24.45,3655.68
99,06/20/2024 19:20:21,24.49,3649.28
100,06/20/2024 19:40:21,24.49,3651.84
101,06/20/2024 20:00:21,24.54,3645.44
102,06/20/2024 20:20:21,24.58,3642.88
103,06/20/2024 20:40:21,24.58,3649.28
104,06/20/2024 21:00:21,24.58,3649.28
105,06/20/2024 21:20:21,24.54,3645.44
106,06/20/2024 21:40:21,24.54,3642.88
107,06/20/2024 22:00:21,24.54,3649.28
108,06/20/2024 22:20:21,24.58,3642.88
109,06/20/2024 22:40:21,24.54,3645.44
110,06/20/2024 23:00:21,24.54,3651.84
111,06/20/2024 23:20:21,24.58,3649.28
112,06/20/2024 23:40:21,23.16,0.00
113,06/21/2024 00:00:21,22.86,0.00
114,06/21/2024 00:20:21,22.82,0.00
115,06/21/2024 00:40:21,22.73,0.00
116,06/21/2024 01:00:21,22.69,0.00
117,06/21/2024 01:20:21,22.69,0.00
118,06/21/2024 01:40:21,22.65,0.00
119,06/21/2024 02:00:21,22.65,0.00
120,06/21/2024 02:20:21,22.69,0.00
121,06/21/2024 02:40:21,22.65,0.00
122,06/21/2024 03:00:21,22.61,0.00
123,06/21/2024 03:20:21,22.65,0.00
124,06/21/2024 03:40:21,22.61,0.00
125,06/21/2024 04:00:21,22.65,0.00
126,06/21/2024 04:20:21,22.61,0.00
127,06/21/2024 04:40:21,22.61,0.00
128,06/21/2024 05:00:21,22.65,0.00
129,06/21/2024 05:20:21,22.56,0.00
130,06/21/2024 05:40:21,22.61,0.00
131,06/21/2024 06:00:21,22.61,0.00
132,06/21/2024 06:20:21,22.65,0.00
133,06/21/2024 06:40:21,22.61,0.00
134,06/21/2024 07:00:21,22.56,0.00
135,06/21/2024 07:20:21,22.61,0.00
136,06/21/2024 07:40:21,24.02,3900.16
137,06/21/2024 08:00:21,24.32,3773.44
138,06/21/2024 08:20:21,24.41,3713.28
139,06/21/2024 08:40:21,24.41,3686.40
