num,date_time,temp_C,light_lux
1,06/19/2024 10:51:04,22.65,17.87
2,06/19/2024 11:11:04,22.48,76.56
3,06/19/2024 11:31:04,21.15,3886.08
4,06/19/2024 11:51:04,21.36,3937.28
5,06/19/2024 12:11:04,21.49,3941.12
6,06/19/2024 12:31:04,21.49,3930.88
7,06/19/2024 12:51:04,21.53,3928.32
8,06/19/2024 13:11:04,21.45,3916.80
9,06/19/2024 13:31:04,21.28,3912.96
10,06/19/2024 13:51:04,21.32,3912.96
11,06/19/2024 14:11:04,21.45,3910.40
12,06/19/2024 14:31:04,21.40,3916.80
13,06/19/2024 14:51:04,21.40,3912.96
14,06/19/2024 15:11:04,21.45,3910.40
15,06/19/2024 15:31:04,21.40,3904.00
16,06/19/2024 15:51:04,21.36,3895.04
17,06/19/2024 16:11:04,21.36,3898.88
18,06/19/2024 16:31:04,21.40,3904.00
19,06/19/2024 16:51:04,21.45,3904.00
20,06/19/2024 17:11:04,21.40,3907.84
21,06/19/2024 17:31:04,22.95,4025.60
22,06/19/2024 17:51:04,22.91,4006.40
23,06/19/2024 18:11:04,22.86,4006.40
24,06/19/2024 18:31:04,22.91,4001.28
25,06/19/2024 18:51:04,22.91,4010.24
26,06/19/2024 19:11:04,22.91,4001.28
27,06/19/2024 19:31:04,22.99,4001.28
28,06/19/2024 19:51:04,22.99,4001.28
29,06/19/2024 20:11:04,22.95,4001.28
30,06/19/2024 20:31:04,22.91,3997.44
31,06/19/2024 20:51:04,22.86,3997.44
32,06/19/2024 21:11:04,22.91,4001.28
33,06/19/2024 21:31:04,22.91,4006.40
34,06/19/2024 21:51:04,22.99,4001.28
35,06/19/2024 22:11:04,22.73,0.00
36,06/19/2024 22:31:04,23.03,0.00
37,06/19/2024 22:51:04,23.21,0.00
38,06/19/2024 23:11:04,23.12,0.00
39,06/19/2024 23:31:04,23.12,0.00
40,06/19/2024 23:51:04,23.21,0.00
41,06/20/2024 00:11:04,23.21,0.00
42,06/20/2024 00:31:04,23.25,0.00
43,06/20/2024 00:51:04,23.21,0.00
44,06/20/2024 01:11:04,23.16,0.00
45,06/20/2024 01:31:04,23.16,0.00
46,06/20/2024 01:51:04,23.12,0.00
47,06/20/2024 02:11:04,23.16,0.00
48,06/20/2024 02:31:04,23.29,0.00
49,06/20/2024 02:51:04,23.25,0.00
50,06/20/2024 03:11:04,23.21,0.00
51,06/20/2024 03:31:04,23.21,0.00
52,06/20/2024 03:51:04,23.21,0.00
53,06/20/2024 04:11:04,23.16,0.00
54,06/20/2024 04:31:04,23.25,0.00
55,06/20/2024 04:51:04,23.25,0.00
56,06/20/2024 05:11:04,23.25,0.00
57,06/20/2024 05:31:04,23.25,0.00
58,06/20/2024 05:51:04,23.21,0.00
59,06/20/2024 06:11:04,23.29,2979.84
60,06/20/2024 06:31:04,23.08,4090.88
61,06/20/2024 06:51:04,22.95,4067.84
62,06/20/2024 07:11:04,23.03,4057.60
63,06/20/2024 07:31:04,23.03,4055.04
64,06/20/2024 07:51:04,23.03,4048.64
65,06/20/2024 08:11:04,22.95,4039.68
66,06/20/2024 08:31:04,22.95,4019.20
67,06/20/2024 08:51:04,22.91,3997.44
68,06/20/2024 09:11:04,22.95,4006.40
69,06/20/2024 09:31:04,22.99,3997.44
70,06/20/2024 09:51:04,22.99,3997.44
71,06/20/2024 10:11:04,22.95,4006.40
72,06/20/2024 10:31:04,22.95,3992.32
73,06/20/2024 10:51:04,22.91,3988.48
74,06/20/2024 11:11:04,22.86,3992.32
75,06/20/2024 11:31:04,22.95,3994.88
76,06/20/2024 11:51:04,22.99,3992.32
77,06/20/2024 12:11:04,22.99,3997.44
78,06/20/2024 12:31:04,22.99,3994.88
79,06/20/2024 12:51:04,22.95,3983.36
80,06/20/2024 13:11:04,22.91,3985.92
81,06/20/2024 13:31:04,22.91,3985.92
82,06/20/2024 13:51:04,24.84,3856.64
83,06/20/2024 14:11:04,26.38,3943.68
84,06/20/2024 14:31:04,26.17,3934.72
85,06/20/2024 14:51:04,26.12,3928.32
86,06/20/2024 15:11:04,26.08,3928.32
87,06/20/2024 15:31:04,26.12,3921.92
88,06/20/2024 15:51:04,26.12,3916.80
