num,date_time,temp_C,light_lux
1,06/19/2024 10:41:01,21.88,14.92
2,06/19/2024 11:01:01,22.39,123.80
3,06/19/2024 11:21:01,22.31,23.70
4,06/19/2024 11:41:01,20.55,3855.36
5,06/19/2024 12:01:01,21.10,3872.00
6,06/19/2024 12:21:01,21.15,3868.16
7,06/19/2024 12:41:01,21.15,3865.60
8,06/19/2024 13:01:01,21.10,3861.76
9,06/19/2024 13:21:01,21.02,3804.16
10,06/19/2024 13:41:01,20.98,3808.00
11,06/19/2024 14:01:01,21.02,3808.00
12,06/19/2024 14:21:01,21.06,3810.56
13,06/19/2024 14:41:01,21.06,3810.56
14,06/19/2024 15:01:01,21.10,3808.00
15,06/19/2024 15:21:01,21.06,3797.76
16,06/19/2024 15:41:01,21.02,3791.36
17,06/19/2024 16:01:01,20.98,3788.80
18,06/19/2024 16:21:01,20.98,3801.60
19,06/19/2024 16:41:01,21.06,3801.60
20,06/19/2024 17:01:01,21.06,3797.76
21,06/19/2024 17:21:01,21.88,3906.56
22,06/19/2024 17:41:01,22.61,3910.40
23,06/19/2024 18:01:01,22.48,3904.00
24,06/19/2024 18:21:01,22.48,3900.16
25,06/19/2024 18:41:01,22.48,3900.16
26,06/19/2024 19:01:01,22.56,3904.00
27,06/19/2024 19:21:01,22.61,3906.56
28,06/19/2024 19:41:01,22.61,3906.56
29,06/19/2024 20:01:01,22.61,3904.00
30,06/19/2024 20:21:01,22.56,3900.16
31,06/19/2024 20:41:01,22.56,3897.60
32,06/19/2024 21:01:01,22.52,3897.60
33,06/19/2024 21:21:01,22.61,3904.00
34,06/19/2024 21:41:01,22.65,3906.56
35,06/19/2024 22:01:01,22.69,3904.00
36,06/19/2024 22:21:01,22.65,0.00
37,06/19/2024 22:41:01,23.12,0.00
38,06/19/2024 23:01:01,23.12,0.00
39,06/19/2024 23:21:01,23.12,0.00
40,06/19/2024 23:41:01,23.16,0.00
41,06/20/2024 00:01:01,23.25,0.00
42,06/20/2024 00:21:01,23.29,0.00
43,06/20/2024 00:41:01,23.25,0.00
44,06/20/2024 01:01:01,23.25,0.00
45,06/20/2024 01:21:01,23.21,0.00
46,06/20/2024 01:41:01,23.16,0.00
47,06/20/2024 02:01:01,23.25,0.00
48,06/20/2024 02:21:01,23.29,0.00
49,06/20/2024 02:41:01,23.29,0.00
50,06/20/2024 03:01:01,23.34,0.00
51,06/20/2024 03:21:01,23.25,0.00
52,06/20/2024 03:41:01,23.21,0.00
53,06/20/2024 04:01:01,23.21,0.00
54,06/20/2024 04:21:01,23.25,0.00
55,06/20/2024 04:41:01,23.34,0.00
56,06/20/2024 05:01:01,23.29,0.00
57,06/20/2024 05:21:01,23.29,0.00
58,06/20/2024 05:41:01,23.25,0.00
59,06/20/2024 06:01:01,23.21,0.00
60,06/20/2024 06:21:01,23.25,4028.16
61,06/20/2024 06:41:01,22.73,3979.52
62,06/20/2024 07:01:01,22.69,3968.00
63,06/20/2024 07:21:01,22.73,3968.00
64,06/20/2024 07:41:01,22.73,3964.16
65,06/20/2024 08:01:01,22.65,3955.20
66,06/20/2024 08:21:01,22.56,3942.40
67,06/20/2024 08:41:01,22.61,3912.96
68,06/20/2024 09:01:01,22.65,3906.56
69,06/20/2024 09:21:01,22.65,3906.56
70,06/20/2024 09:41:01,22.65,3906.56
71,06/20/2024 10:01:01,22.65,3904.00
72,06/20/2024 10:21:01,22.65,3893.76
73,06/20/2024 10:41:01,22.61,3891.20
74,06/20/2024 11:01:01,22.61,3891.20
75,06/20/2024 11:21:01,22.56,3887.36
76,06/20/2024 11:41:01,22.69,3891.20
77,06/20/2024 12:01:01,22.65,3893.76
78,06/20/2024 12:21:01,22.69,3891.20
79,06/20/2024 12:41:01,22.65,3884.80
80,06/20/2024 13:01:01,22.56,3887.36
81,06/20/2024 13:21:01,22.56,3878.40
82,06/20/2024 13:41:01,22.52,3878.40
83,06/20/2024 14:01:01,26.30,2014.08
84,06/20/2024 14:21:01,26.47,3810.56
85,06/20/2024 14:41:01,26.30,3804.16
86,06/20/2024 15:01:01,26.25,3797.76
87,06/20/2024 15:21:01,26.12,3795.20
88,06/20/2024 15:41:01,26.08,3791.36
89,06/20/2024 16:01:01,26.08,3791.36
90,06/20/2024 16:21:01,26.12,3392.00
91,06/20/2024 16:41:01,26.17,3388.16
92,06/20/2024 17:01:01,26.08,3385.60
93,06/20/2024 17:21:01,26.04,3379.20
94,06/20/2024 17:41:01,25.95,3372.80
95,06/20/2024 18:01:01,25.95,3368.96
96,06/20/2024 18:21:01,25.91,3368.96
97,06/20/2024 18:41:01,25.95,3372.80
98,06/20/2024 19:01:01,26.04,3372.80
99,06/20/2024 19:21:01,26.04,3372.80
100,06/20/2024 19:41:01,25.99,3372.80
101,06/20/2024 20:01:01,25.95,3365.12
102,06/20/2024 20:21:01,25.87,3365.12
103,06/20/2024 20:41:01,25.91,3365.12
104,06/20/2024 21:01:01,25.91,3368.96
105,06/20/2024 21:21:01,25.99,3372.80
106,06/20/2024 21:41:01,26.04,3372.80
107,06/20/2024 22:01:01,26.08,3372.80
108,06/20/2024 22:21:01,26.21,0.00
109,06/20/2024 22:41:01,26.77,0.00
110,06/20/2024 23:01:01,26.72,0.00
111,06/20/2024 23:21:01,26.72,0.00
112,06/20/2024 23:41:01,26.81,0.00
113,06/21/2024 00:01:01,26.85,0.00
114,06/21/2024 00:21:01,26.90,0.00
115,06/21/2024 00:41:01,26.90,0.00
116,06/21/2024 01:01:01,26.81,0.00
117,06/21/2024 01:21:01,26.81,0.00
118,06/21/2024 01:41:01,26.81,0.00
119,06/21/2024 02:01:01,26.81,0.00
120,06/21/2024 02:21:01,26.90,0.00
121,06/21/2024 02:41:01,26.94,0.00
122,06/21/2024 03:01:01,26.90,0.00
123,06/21/2024 03:21:01,26.90,0.00
124,06/21/2024 03:41:01,26.85,0.00
125,06/21/2024 04:01:01,26.77,0.00
126,06/21/2024 04:21:01,26.81,0.00
127,06/21/2024 04:41:01,26.90,0.00
128,06/21/2024 05:01:01,26.90,0.00
129,06/21/2024 05:21:01,26.98,0.00
130,06/21/2024 05:41:01,26.90,0.00
131,06/21/2024 06:01:01,26.85,0.00
132,06/21/2024 06:21:01,26.60,3426.56
133,06/21/2024 06:41:01,25.99,3404.80
134,06/21/2024 07:01:01,26.04,3400.96
135,06/21/2024 07:21:01,26.12,3394.56
136,06/21/2024 07:41:01,26.12,3388.16
137,06/21/2024 08:01:01,26.04,3375.36
