num,date_time,temp_C,light_lux
1,06/19/2024 10:39:19,22.18,15.42
2,06/19/2024 10:59:19,23.08,15.95
3,06/19/2024 11:19:19,22.52,61.50
4,06/19/2024 11:39:19,24.58,4983.04
5,06/19/2024 11:59:19,25.18,4976.64
6,06/19/2024 12:19:19,25.31,4980.48
7,06/19/2024 12:39:19,25.35,4980.48
8,06/19/2024 12:59:19,25.39,4980.48
9,06/19/2024 13:19:19,25.27,4961.28
10,06/19/2024 13:39:19,25.18,4657.92
11,06/19/2024 13:59:19,25.18,4657.92
12,06/19/2024 14:19:19,25.22,4664.32
13,06/19/2024 14:39:19,25.22,4664.32
14,06/19/2024 14:59:19,25.27,4654.08
15,06/19/2024 15:19:19,25.22,4660.48
16,06/19/2024 15:39:19,25.27,4654.08
17,06/19/2024 15:59:19,25.31,4660.48
18,06/19/2024 16:19:19,25.27,4657.92
19,06/19/2024 16:39:19,25.27,4660.48
20,06/19/2024 16:59:19,25.27,4660.48
21,06/19/2024 17:19:19,25.31,4654.08
22,06/19/2024 17:39:19,25.31,4660.48
23,06/19/2024 17:59:19,25.31,4664.32
24,06/19/2024 18:19:19,25.31,4660.48
25,06/19/2024 18:39:19,25.31,4660.48
26,06/19/2024 18:59:19,25.27,4664.32
27,06/19/2024 19:19:19,25.27,4660.48
28,06/19/2024 19:39:19,25.27,4660.48
29,06/19/2024 19:59:19,25.27,4654.08
30,06/19/2024 20:19:19,25.31,4664.32
31,06/19/2024 20:39:19,25.31,4664.32
32,06/19/2024 20:59:19,25.27,4654.08
33,06/19/2024 21:19:19,25.27,4651.52
34,06/19/2024 21:39:19,25.27,4660.48
35,06/19/2024 21:59:19,25.27,4657.92
36,06/19/2024 22:19:19,25.35,4654.08
37,06/19/2024 22:39:19,25.31,4657.92
38,06/19/2024 22:59:19,25.27,4660.48
39,06/19/2024 23:19:19,25.31,4660.48
40,06/19/2024 23:39:19,23.55,0.00
41,06/19/2024 23:59:19,23.03,0.00
42,06/20/2024 00:19:19,22.95,0.00
43,06/20/2024 00:39:19,22.95,0.00
44,06/20/2024 00:59:19,22.91,0.00
45,06/20/2024 01:19:19,22.91,0.00
46,06/20/2024 01:39:19,22.91,0.00
47,06/20/2024 01:59:19,22.82,0.00
48,06/20/2024 02:19:19,22.86,0.00
49,06/20/2024 02:39:19,22.91,0.00
50,06/20/2024 02:59:19,22.86,0.00
51,06/20/2024 03:19:19,22.82,0.00
52,06/20/2024 03:39:19,22.86,0.00
53,06/20/2024 03:59:19,22.82,0.00
54,06/20/2024 04:19:19,22.86,0.00
55,06/20/2024 04:39:19,22.86,0.00
56,06/20/2024 04:59:19,22.82,0.00
57,06/20/2024 05:19:19,22.82,0.00
58,06/20/2024 05:39:19,22.86,0.00
59,06/20/2024 05:59:19,22.86,0.00
60,06/20/2024 06:19:19,22.82,0.00
61,06/20/2024 06:39:19,22.86,0.00
62,06/20/2024 06:59:19,22.86,0.00
63,06/20/2024 07:19:19,22.86,0.00
64,06/20/2024 07:39:19,24.62,4974.08
65,06/20/2024 07:59:19,25.09,4896.00
66,06/20/2024 08:19:19,25.18,4787.20
67,06/20/2024 08:39:19,25.22,4751.36
68,06/20/2024 08:59:19,25.22,4728.32
69,06/20/2024 09:19:19,25.22,4719.36
70,06/20/2024 09:39:19,25.22,4709.12
71,06/20/2024 09:59:19,25.22,4700.16
72,06/20/2024 10:19:19,25.27,4677.12
73,06/20/2024 10:39:19,25.27,4674.56
74,06/20/2024 10:59:19,25.27,4666.88
75,06/20/2024 11:19:19,25.22,4664.32
76,06/20/2024 11:39:19,25.22,4664.32
77,06/20/2024 11:59:19,25.27,4660.48
78,06/20/2024 12:19:19,25.27,4654.08
79,06/20/2024 12:39:19,25.27,4654.08
80,06/20/2024 12:59:19,25.27,4647.68
81,06/20/2024 13:19:19,25.27,4651.52
82,06/20/2024 13:39:19,22.91,4538.88
83,06/20/2024 13:59:19,21.79,4596.48
84,06/20/2024 14:19:19,21.83,4503.04
85,06/20/2024 14:39:19,21.79,4560.64
86,06/20/2024 14:59:19,21.70,4564.48
87,06/20/2024 15:19:19,21.70,4573.44
88,06/20/2024 15:39:19,21.66,4560.64
89,06/20/2024 15:59:19,21.70,4560.64
90,06/20/2024 16:19:19,21.66,4558.08
91,06/20/2024 16:39:19,21.66,4547.84
92,06/20/2024 16:59:19,21.70,4554.24
93,06/20/2024 17:19:19,21.62,4554.24
94,06/20/2024 17:39:19,21.66,4535.04
95,06/20/2024 17:59:19,21.62,4538.88
96,06/20/2024 18:19:19,21.58,4545.28
